,Time,Voltage
0,0.010367999999999999,0.07412222476539253
1,0.016565,0.035449759670405125
2,0.022522,0.035449759670405125
3,0.028432,0.035449759670405125
4,0.034602,0.035449759670405125
5,0.040195,0.032227054245822846
6,0.045874,0.032227054245822846
7,0.0523,0.032227054245822846
8,0.057673999999999996,0.032227054245822846
9,0.06308799999999999,0.032227054245822846
10,0.068363,0.035449759670405125
11,0.073906,0.032227054245822846
12,0.07922499999999999,0.032227054245822846
13,0.08468099999999999,0.029004348821240557
14,0.089947,0.032227054245822846
15,0.095536,0.032227054245822846
16,0.100961,0.032227054245822846
17,0.10639399999999999,0.032227054245822846
18,0.11187899999999999,0.032227054245822846
19,0.11716599999999999,0.0193362325474937
20,0.122596,0.032227054245822846
21,0.127957,0.032227054245822846
22,0.133569,0.032227054245822846
23,0.13893999999999998,0.032227054245822846
24,0.14441199999999998,0.029004348821240557
25,0.149697,0.032227054245822846
26,0.15514799999999998,0.032227054245822846
27,0.160411,0.032227054245822846
28,0.165876,0.032227054245822846
29,0.171153,0.032227054245822846
30,0.17660599999999999,0.032227054245822846
31,0.18205,0.032227054245822846
32,0.18736,0.032227054245822846
33,0.192816,0.032227054245822846
34,0.198117,0.029004348821240557
35,0.203562,0.032227054245822846
36,0.208841,0.032227054245822846
37,0.21437799999999999,0.032227054245822846
38,0.219683,0.032227054245822846
39,0.225162,0.032227054245822846
40,0.23043999999999998,0.029004348821240557
41,0.235902,0.032227054245822846
42,0.241218,0.032227054245822846
43,0.246638,0.032227054245822846
44,0.25234999999999996,0.032227054245822846
45,0.257735,0.032227054245822846
46,0.263443,0.032227054245822846
47,0.268877,0.032227054245822846
48,0.274368,0.035449759670405125
49,0.279654,0.032227054245822846
50,0.285142,0.032227054245822846
51,0.290409,0.032227054245822846
52,0.29595699999999997,0.032227054245822846
53,0.301241,0.032227054245822846
54,0.30664399999999997,0.032227054245822846
55,0.312094,0.032227054245822846
56,0.31741199999999997,0.032227054245822846
57,0.32291,0.032227054245822846
58,0.32822999999999997,0.032227054245822846
59,0.333793,0.029004348821240557
60,0.339094,0.032227054245822846
61,0.344626,0.032227054245822846
62,0.34989,0.032227054245822846
63,0.355379,0.032227054245822846
